timestamp,from_miner,to_miner,flow_amount,flow_count,feature_flow_amount_rolling_avg,feature_flow_amount_pct_change,feature_flow_amount_rolling_std,feature_flow_amount_z_score,feature_flow_count_rolling_avg,feature_flow_count_pct_change,feature_flow_count_rolling_std,feature_flow_count_z_score,price,signal
2024-09-27 03:00:00+00:00,f2pool,all_miner,0.6640771398022338,1,2.8848162510702764,-78.46171459813625,2.490239798262207,-0.8917772147155335,7.142857142857143,-88.88888888888889,6.618876325293,-0.9280815716986849,0.6640771398022338,sell
2024-09-27 04:00:00+00:00,f2pool,all_miner,0.5310507823723357,2,2.842742818075594,-20.031762796339315,2.532951825392881,-0.9126474544555131,7.142857142857143,100.0,6.618876325293,-0.776998525143085,0.5310507823723357,buy
2024-09-27 05:00:00+00:00,f2pool,all_miner,4.371673400984273,12,3.2525984677759405,723.2119311556085,2.5120067947466853,0.44549040852462407,8.142857142857142,500.0,6.768273325562729,0.5698857997615169,4.371673400984273,buy
2024-09-27 06:00:00+00:00,f2pool,all_miner,2.049515445793456,4,3.318829183855343,-53.11828542973929,2.4664377040008887,-0.5146344203232427,8.285714285714286,-66.66666666666667,6.6511724709328774,-0.6443547065489316,2.049515445793456,sell
2024-09-27 07:00:00+00:00,f2pool,all_miner,0.9039691905970352,1,2.6778477393727873,-55.893516564981546,2.4208198355982615,-0.7327594241796893,7.0,-75.0,7.118052168020901,-0.8429272304235215,0.9039691905970352,sell
2024-09-27 08:00:00+00:00,f2pool,all_miner,1.0554049432433634,2,1.8084187726807468,16.752313488285054,1.4479766328822308,-0.5200455672675408,4.428571428571429,100.0,4.35343323738654,-0.5578519977555353,1.0554049432433634,hold
2024-09-27 09:00:00+00:00,f2pool,all_miner,1.2106971838149845,4,1.5409125838010957,14.713995946844127,1.342323960819348,-0.24600276060374382,3.7142857142857144,100.0,3.860668582611429,0.0740064265037283,1.2106971838149845,hold
2024-09-27 10:00:00+00:00,f2pool,all_miner,6.074319990335477,14,2.313804419591559,401.72083255326527,2.0981107169580673,1.7923341892062197,5.571428571428571,250.0,5.22357294250927,1.613564416796018,6.074319990335477,buy
2024-09-27 11:00:00+00:00,f2pool,all_miner,4.251226297577949,11,2.8452580646209324,-30.01313226267556,2.0416783801675975,0.6886335510109105,6.857142857142857,-21.42857142857143,5.304984179322079,0.7809367573621222,4.251226297577949,hold
2024-09-27 12:00:00+00:00,f2pool,all_miner,4.789697476503638,10,2.904975789695128,12.666255363363565,2.099072852826695,0.897882931633587,6.571428571428571,-9.090909090909093,5.028490259085201,0.6818291876725571,4.789697476503638,hold
2024-09-27 13:00:00+00:00,f2pool,all_miner,3.697206052542169,7,3.1403601620878008,-22.809194720977676,2.0794477158955575,0.26778547313200934,7.0,-30.000000000000004,4.898979485566395,0.0,3.697206052542169,hold
2024-09-27 14:00:00+00:00,f2pool,all_miner,1.7263667970682843,5,3.257845534440836,-53.30617843489549,1.9513213381704035,-0.784841895291575,7.571428571428571,-28.57142857142857,4.276179870598821,-0.6013377943029504,1.7263667970682843,sell
2024-09-27 15:00:00+00:00,f2pool,all_miner,1.700772668489272,6,3.35004092376168,-1.4825429116498423,1.8421075435597767,-0.8953159445215033,8.142857142857142,19.999999999999996,3.625307868699884,-0.591082804679322,1.700772668489272,hold
2024-09-27 16:00:00+00:00,f2pool,all_miner,0.880795643069304,2,3.302912132226583,-48.2120297798718,1.9089697906580636,-1.2688081817797245,7.857142857142857,-66.66666666666667,4.059087394500232,-1.4429703743454398,0.880795643069304,sell
2024-09-27 17:00:00+00:00,f2pool,all_miner,10.505772919206244,21,3.9359768363509784,1092.759410411799,3.2470524976054667,2.023310706463832,8.857142857142858,950.0,6.148944934663492,1.9747871011828593,10.505772919206244,buy
2024-09-27 18:00:00+00:00,f2pool,all_miner,2.421771609643528,4,3.674626166646061,-76.94818241106145,3.2907801904496035,-0.38071657312102686,7.857142857142857,-80.95238095238095,6.309478885734068,-0.6113251073498287,2.421771609643528,sell
2024-09-27 19:00:00+00:00,f2pool,all_miner,1.960680336232925,2,3.270480860893102,-19.039420215123958,3.30470114275409,-0.39634462182217434,6.714285714285714,-50.0,6.575568054403791,-0.7169396887510672,1.960680336232925,sell
2024-09-27 20:00:00+00:00,f2pool,all_miner,1.4170234541379223,5,2.944740489692496,-27.727971360162474,3.3674114762177845,-0.4536769700834059,6.428571428571429,150.0,6.604471789556535,-0.21630366123001518,1.4170234541379223,buy
2024-09-27 21:00:00+00:00,f2pool,all_miner,0.6322000596763426,1,2.7884309557793614,-55.38534963340069,3.4575796060687445,-0.623624367843448,5.857142857142857,-80.0,6.914443130833055,-0.702463345961118,0.6322000596763426,sell
2024-09-27 22:00:00+00:00,f2pool,all_miner,3.456925679101385,7,3.039309957295377,446.8088188525594,3.4291019991926426,0.12178573921228722,6.0,600.0,6.9282032302755505,0.14433756729740557,3.456925679101385,buy
2024-09-27 23:00:00+00:00,f2pool,all_miner,2.25302446989799,5,3.2353426468423323,-34.82577645453877,3.3227123017342746,-0.29563744547838994,6.428571428571429,-28.57142857142857,6.72946612189368,-0.21228599753607602,2.25302446989799,sell
2024-09-28 00:00:00+00:00,f2pool,all_miner,5.390146294774505,17,2.504538843352084,139.24046839218542,1.5431572215236267,1.869937431633398,5.857142857142857,240.0,5.304984179322097,2.10045058876708,5.390146294774505,hold
